length,t,mid_loss_rmsd,final_loss_rmsd,mid_loss_mae,final_loss_mae
384,0.42765524983406067,3.0882575511932373,3.090902328491211,1.5512182712554932,1.5540977716445923
384,0.42765524983406067,2.9558582305908203,2.9451053142547607,1.473278522491455,1.4652165174484253
352,0.09957356005907059,11.279019355773926,11.276647567749023,5.613461494445801,5.616898059844971
352,0.09957356005907059,11.18947696685791,11.18697738647461,5.562859058380127,5.564561367034912
384,0.3363463282585144,4.884469509124756,4.867692947387695,2.4238178730010986,2.41211199760437
352,0.6721593141555786,1.5970011949539185,1.521776556968689,0.7944210171699524,0.7573851346969604
384,0.4032219350337982,3.1044769287109375,3.0959901809692383,1.5395056009292603,1.5437170267105103
352,0.6185992956161499,2.0547547340393066,1.9985297918319702,1.035482406616211,1.0044963359832764
384,0.755089282989502,1.1526167392730713,1.132430076599121,0.5758433938026428,0.5625650882720947
384,0.755089282989502,1.1669390201568604,1.159061312675476,0.5749903321266174,0.5710994005203247
352,0.3901680111885071,2.8339240550994873,2.7879791259765625,1.4206072092056274,1.3961405754089355
221,0.15468908846378326,15.53866958618164,15.56242847442627,7.494009494781494,7.50615930557251
221,0.15468908846378326,15.426911354064941,15.449763298034668,7.423436641693115,7.437087535858154
180,0.9782014489173889,14.615815162658691,14.547663688659668,7.304473400115967,7.267591953277588
180,0.9782014489173889,14.626012802124023,14.563480377197266,7.310383319854736,7.277334213256836
384,0.049727000296115875,16.91632843017578,16.899019241333008,8.517898559570312,8.506424903869629
384,0.049727000296115875,17.04623794555664,17.032550811767578,8.570717811584473,8.562824249267578
244,0.7132796049118042,10.856297492980957,10.84142017364502,5.3547234535217285,5.345091342926025
276,0.46738457679748535,17.378721237182617,17.389076232910156,8.47089958190918,8.472578048706055
300,0.5346172451972961,2.546811580657959,2.492960214614868,1.2682912349700928,1.2421725988388062
300,0.5346172451972961,2.6133081912994385,2.5592703819274902,1.3064970970153809,1.2749701738357544
95,0.04469173401594162,17.08296775817871,17.103818893432617,8.661733627319336,8.67355728149414
384,0.7260500192642212,1.4991220235824585,1.4237964153289795,0.7449352741241455,0.7086130976676941
384,0.7260500192642212,1.5364011526107788,1.4668840169906616,0.7641065716743469,0.7311305999755859
384,0.18282240629196167,11.802520751953125,11.789922714233398,5.782747268676758,5.779857158660889
384,0.18282240629196167,11.8318510055542,11.820086479187012,5.805217266082764,5.801102161407471
384,0.5437119603157043,2.3673508167266846,2.3046793937683105,1.1885170936584473,1.1641515493392944
384,0.5437119603157043,2.340085983276367,2.2743232250213623,1.1805740594863892,1.154970407485962
384,0.7526515126228333,1.3832334280014038,1.3248670101165771,0.6999378204345703,0.6717187166213989
162,0.29866886138916016,17.513338088989258,17.54241943359375,8.480847358703613,8.493449211120605
384,0.555537223815918,1.9225101470947266,1.8995050191879272,0.9364446997642517,0.926758348941803
384,0.555537223815918,1.8369314670562744,1.8067951202392578,0.9021047949790955,0.8854304552078247
384,0.8112429976463318,1.2283755540847778,1.1356894969940186,0.6199740767478943,0.5710631608963013
384,0.8055341839790344,1.0889674425125122,1.007067084312439,0.5494345426559448,0.5098132491111755
384,0.8055341839790344,1.1124160289764404,1.0324348211288452,0.5569968819618225,0.5237781405448914
261,0.03600360453128815,21.55649757385254,21.557863235473633,10.688185691833496,10.687145233154297
384,0.8092053532600403,1.1135408878326416,1.0249683856964111,0.5590986609458923,0.5131712555885315
384,0.8092053532600403,1.1524434089660645,1.0665745735168457,0.57807457447052,0.5354180932044983
269,0.5948173403739929,12.210661888122559,12.205598831176758,5.949875831604004,5.9494147300720215
269,0.5948173403739929,12.206865310668945,12.205181121826172,5.962776184082031,5.963882923126221
384,0.7372751832008362,1.4615886211395264,1.4133679866790771,0.7384801506996155,0.7138174176216125
384,0.5612637400627136,2.581395149230957,2.55454683303833,1.2965611219406128,1.2836984395980835
384,0.5612637400627136,2.5384836196899414,2.510561943054199,1.2708114385604858,1.2586101293563843
360,0.9869725704193115,0.4229854345321655,0.25477883219718933,0.2118777185678482,0.12687721848487854
384,0.5416926145553589,2.596158981323242,2.603239059448242,1.311606526374817,1.3114639520645142
253,0.473551869392395,13.242690086364746,13.23104190826416,6.620209693908691,6.618683338165283
384,0.7186598181724548,1.4002742767333984,1.3589242696762085,0.7035294771194458,0.6822231411933899
384,0.7554743885993958,1.1500530242919922,1.1077308654785156,0.5792883038520813,0.5601744651794434
384,0.7554743885993958,1.1513636112213135,1.1150765419006348,0.5767775177955627,0.556606113910675
279,0.7840973138809204,15.888915061950684,15.862091064453125,8.150653839111328,8.133126258850098
384,0.24601884186267853,5.845528602600098,5.853632926940918,2.9492695331573486,2.9540274143218994
384,0.9868999719619751,0.3999796509742737,0.2405942678451538,0.2001001089811325,0.1199939101934433
384,0.9868999719619751,0.40050530433654785,0.2243882119655609,0.200425922870636,0.1112125962972641
384,0.5059486627578735,2.1252193450927734,2.0902066230773926,1.0475908517837524,1.032772183418274
384,0.15041212737560272,7.816939830780029,7.835521697998047,3.920578956604004,3.9266045093536377
235,0.2551004886627197,17.104063034057617,17.124208450317383,8.474730491638184,8.487884521484375
279,0.23270761966705322,14.806607246398926,14.805954933166504,7.289440631866455,7.288946628570557
279,0.23270761966705322,14.754497528076172,14.75015926361084,7.24129581451416,7.237257957458496
384,0.8987941145896912,0.769304633140564,0.6726371645927429,0.38736358284950256,0.3394620418548584
384,0.8987941145896912,0.7640120387077332,0.6682786345481873,0.3827757239341736,0.3341500163078308
384,0.8062716126441956,1.1568808555603027,1.0835294723510742,0.5774584412574768,0.5424411296844482
384,0.8062716126441956,1.152637004852295,1.0865525007247925,0.5744065642356873,0.5434374213218689
179,0.9834602475166321,14.67677116394043,14.62842082977295,7.445651054382324,7.421600341796875
179,0.9834602475166321,14.725076675415039,14.678898811340332,7.462493419647217,7.440339088439941
384,0.16763029992580414,9.599893569946289,9.594496726989746,4.919661045074463,4.920311450958252
384,0.16763029992580414,9.781139373779297,9.772993087768555,5.002640724182129,4.997835636138916
244,0.18889817595481873,19.418073654174805,19.42381477355957,9.535370826721191,9.540216445922852
244,0.18889817595481873,19.249826431274414,19.251718521118164,9.478531837463379,9.480202674865723
290,0.7524247765541077,1.2040152549743652,1.1340252161026,0.6001015305519104,0.564638614654541
384,0.22147491574287415,9.386650085449219,9.357470512390137,4.575058460235596,4.558692932128906
384,0.5577055811882019,1.7679756879806519,1.7523006200790405,0.8671892285346985,0.8623049259185791
384,0.6555185914039612,1.9027011394500732,1.8462212085723877,0.9573010206222534,0.9243316650390625
384,0.676824688911438,1.938694715499878,1.85985267162323,0.9628305435180664,0.9248284101486206
384,0.676824688911438,1.953198790550232,1.8719065189361572,0.9635012149810791,0.920832097530365
244,0.8681573867797852,13.783693313598633,13.719151496887207,6.615885257720947,6.583418369293213
244,0.8681573867797852,13.788447380065918,13.72498607635498,6.619965553283691,6.586560249328613
384,0.9383121132850647,0.6459947824478149,0.4904727339744568,0.3236217498779297,0.24567720293998718
384,0.1389099657535553,11.2907133102417,11.29549789428711,5.6273908615112305,5.632413864135742
311,0.5973941683769226,2.071990728378296,2.013434648513794,1.0197746753692627,0.9913322925567627
311,0.5973941683769226,2.0363807678222656,1.9848275184631348,1.0153471231460571,0.9946078062057495
384,0.3752041161060333,5.057188987731934,5.053390026092529,2.535862922668457,2.533597230911255
384,0.3752041161060333,5.058587551116943,5.0519022941589355,2.52205491065979,2.5207676887512207
289,0.17749953269958496,8.51021671295166,8.5029878616333,4.26682710647583,4.257460594177246
289,0.17749953269958496,8.332474708557129,8.323450088500977,4.189183712005615,4.176651954650879
108,0.49721941351890564,18.040063858032227,18.04390525817871,9.16264820098877,9.163726806640625
384,0.9057114720344543,0.7406754493713379,0.6156049966812134,0.36997953057289124,0.30613914132118225
384,0.8941890001296997,0.9160035848617554,0.8193196654319763,0.4620188772678375,0.40870344638824463
384,0.23260784149169922,9.757548332214355,9.738061904907227,4.80040979385376,4.793872833251953
